,buildingAreaCategory,buildingShape,censusRegion,climateZone,HDD65,HEATPC,HVACUpgrade,insulationUpgrade,MAINCL,MAINHT,MONUSEC,numEmployeesCategory,numFloors,OCCUPYP,OPNWE,OWNTYPE,region,RENWLL,lightingUpgrade,roofConstuction,STUSED,OPEN24,wallConstruction,WHOPPR,WINTYP,WKHRSC,WWR,yrConstructionCategory,EUI
4775,5,2.0,3,1,6005,3,2.0,2.0,2.0,2.0,4,5,3,95.0,1,2,2,2.0,2.0,4,2,2,7,0.0,1,3,6.0,5,94.817225
4781,4,2.0,2,2,5059,3,1.0,2.0,2.0,3.0,4,4,2,33.0,2,10,1,2.0,1.0,1,2,2,1,0.0,2,4,3.0,3,23.36520833333333
4784,3,2.0,4,1,7053,3,1.0,2.0,1.0,2.0,4,4,1,100.0,2,10,2,2.0,1.0,6,2,2,5,0.0,2,4,1.0,5,51.910545454545456
4787,6,4.0,2,2,4014,3,1.0,2.0,2.0,2.0,4,7,1,100.0,2,2,1,2.0,1.0,6,2,2,3,2.0,2,4,4.0,6,54.63071641791045
4790,8,1.0,9,3,1015,3,2.0,2.0,4.0,4.0,4,9,994,90.0,1,2,4,2.0,2.0,1,2,2,6,0.0,3,4,5.0,7,43.91839375
4797,10,8.0,4,7,3763,3,1.0,1.0,3.0,4.0,4,11,994,94.0,2,8,2,2.0,1.0,1,1,2,5,0.0,2,4,4.0,4,55.20451857142857
4799,4,9.0,1,1,5094,3,1.0,2.0,2.0,2.0,4,5,2,100.0,2,2,1,2.0,1.0,6,2,2,1,0.0,2,4,4.0,6,38.0993900609939
4801,7,11.0,9,1,6758,3,2.0,2.0,2.0,2.0,4,7,7,75.0,2,2,4,2.0,2.0,5,2,2,7,0.0,2,4,4.0,7,59.752125
4809,6,2.0,3,1,4736,3,2.0,2.0,2.0,2.0,4,7,3,100.0,1,2,2,2.0,2.0,6,2,2,1,0.0,2,4,5.0,8,67.22989743589744
4813,4,2.0,8,1,4464,3,2.0,2.0,2.0,6.0,4,5,1,100.0,2,2,4,2.0,2.0,6,2,2,1,0.0,2,4,2.0,1,95.72837209302325
4821,2,2.0,3,1,5354,3,2.0,2.0,1.0,1.0,4,3,2,50.0,2,3,2,2.0,2.0,2,2,2,1,0.0,2,3,2.0,5,72.61111111111111
4823,9,2.0,2,2,3864,2,1.0,2.0,2.0,3.0,4,8,13,90.0,1,2,1,2.0,1.0,1,2,1,1,0.0,2,7,3.0,1,89.207405
4826,3,2.0,3,1,5648,3,2.0,2.0,1.0,2.0,4,3,2,100.0,1,10,2,2.0,2.0,4,2,2,1,0.0,2,4,1.0,7,15.284141414141414
4831,3,3.0,9,3,779,1,2.0,2.0,1.0,0.0,4,4,1,100.0,1,2,4,2.0,2.0,2,2,2,4,0.0,3,4,2.0,6,31.72955223880597
4837,2,0.0,9,1,5594,3,2.0,2.0,2.0,2.0,4,3,1,100.0,2,5,4,2.0,2.0,3,2,2,1,0.0,2,3,0.0,5,52.8762
4838,3,2.0,5,2,2343,3,2.0,2.0,5.0,1.0,4,2,1,100.0,2,3,3,2.0,1.0,5,2,2,5,0.0,2,2,1.0,6,15.454166666666667
4846,4,2.0,2,2,4645,2,1.0,2.0,2.0,2.0,4,4,2,50.0,2,2,1,2.0,1.0,6,2,2,1,0.0,2,4,4.0,6,62.87681818181818
4851,2,1.0,3,2,3064,3,2.0,2.0,2.0,2.0,4,2,1,100.0,1,3,2,2.0,2.0,7,2,2,1,0.0,1,2,2.0,4,35.409333333333336
4861,4,1.0,9,1,6104,3,2.0,2.0,2.0,3.0,4,5,1,90.0,2,10,4,2.0,1.0,1,2,2,1,0.0,1,4,1.0,5,281.9493636363636
4864,3,2.0,6,2,2262,3,2.0,2.0,2.0,2.0,4,4,2,100.0,2,3,3,2.0,2.0,5,2,2,1,0.0,1,3,1.0,5,54.21970149253731
4867,7,2.0,3,1,5224,3,2.0,2.0,3.0,3.0,4,8,2,100.0,2,10,2,2.0,2.0,6,2,2,2,0.0,2,4,3.0,4,62.7443203125
4868,8,2.0,4,1,7082,3,2.0,2.0,3.0,3.0,4,9,6,100.0,1,2,2,2.0,2.0,4,2,2,2,0.0,2,5,4.0,8,95.78820930232558
4870,8,2.0,6,2,2929,2,1.0,2.0,3.0,3.0,4,9,8,100.0,1,1,3,2.0,1.0,6,2,2,1,0.0,3,5,4.0,6,87.01769565217391
4873,2,2.0,4,2,3367,3,2.0,2.0,1.0,2.0,4,4,2,75.0,1,2,2,2.0,2.0,5,2,2,1,0.0,2,4,2.0,8,21.803
4875,3,1.0,9,1,6152,3,2.0,2.0,5.0,6.0,4,4,2,100.0,2,10,4,2.0,2.0,4,2,2,1,0.0,2,3,1.0,4,32.02328571428571
4876,5,2.0,3,1,4238,3,2.0,2.0,2.0,2.0,4,6,2,100.0,2,2,2,2.0,2.0,6,2,2,2,0.0,2,4,2.0,7,91.99916883116883
4877,2,2.0,3,1,6034,3,1.0,2.0,1.0,1.0,4,2,1,100.0,1,2,2,1.0,1.0,4,2,2,5,0.0,2,3,2.0,1,38.781333333333336
4883,7,2.0,2,2,4324,3,2.0,2.0,3.0,3.0,4,7,11,30.0,2,2,1,2.0,2.0,6,2,2,6,0.0,2,4,6.0,5,94.40496875
4886,5,4.0,8,3,1022,3,1.0,2.0,5.0,5.0,4,7,1,80.0,2,5,4,2.0,1.0,1,2,2,1,0.0,3,4,3.0,7,52.144906666666664
4897,4,9.0,7,3,1234,3,1.0,2.0,2.0,2.0,4,5,1,100.0,1,4,3,2.0,2.0,4,2,2,4,0.0,3,4,2.0,5,29.913214285714286
4900,3,1.0,2,1,6447,3,1.0,2.0,1.0,3.0,4,3,3,100.0,2,3,1,2.0,1.0,4,2,2,1,0.0,2,4,1.0,1,48.664848484848484
4906,2,1.0,1,1,5736,3,2.0,2.0,2.0,2.0,4,3,1,100.0,2,2,1,2.0,2.0,6,2,2,1,0.0,2,4,4.0,9,27.3844
4907,3,2.0,5,3,741,1,2.0,2.0,2.0,2.0,4,3,1,100.0,1,2,3,2.0,2.0,5,2,2,5,0.0,1,5,1.0,7,33.69365384615384
4908,3,1.0,6,2,2517,3,2.0,2.0,5.0,5.0,4,5,2,100.0,2,10,3,2.0,2.0,1,2,2,1,0.0,2,3,4.0,9,34.41774647887324
4910,7,2.0,3,1,4391,3,2.0,2.0,2.0,2.0,4,8,4,85.0,1,2,2,2.0,1.0,6,2,2,1,0.0,2,5,3.0,6,81.68436666666666
4913,2,0.0,5,3,155,1,1.0,2.0,1.0,0.0,4,2,1,100.0,1,2,3,1.0,2.0,2,2,2,3,0.0,1,4,0.0,5,120.582
4915,5,3.0,5,2,4684,3,1.0,1.0,2.0,1.0,4,6,2,75.0,1,2,3,1.0,1.0,1,2,2,1,2.0,2,5,3.0,3,211.93843010752687
4916,6,2.0,4,1,7292,3,2.0,2.0,3.0,3.0,4,8,4,65.0,2,2,2,2.0,2.0,6,2,2,2,0.0,2,4,4.0,7,65.39237373737373
4918,8,4.0,9,3,2307,2,2.0,2.0,3.0,3.0,4,9,9,85.0,2,2,4,2.0,1.0,1,2,2,2,0.0,1,4,5.0,6,81.0171488372093
4925,2,2.0,9,1,7189,3,1.0,2.0,1.0,2.0,4,5,1,100.0,1,2,4,2.0,2.0,5,2,2,4,0.0,3,5,1.0,4,33.45657894736842
4926,2,2.0,4,1,6404,2,1.0,1.0,1.0,2.0,4,2,3,100.0,2,3,2,2.0,1.0,4,2,2,1,0.0,3,2,3.0,1,56.7045
4933,8,10.0,3,1,6906,3,2.0,2.0,3.0,3.0,4,8,4,75.0,1,5,2,2.0,2.0,1,2,2,6,0.0,2,4,5.0,6,73.25897142857143
4935,5,9.0,6,3,1472,3,2.0,2.0,2.0,2.0,4,6,1,100.0,1,9,3,2.0,2.0,4,2,2,3,0.0,2,4,3.0,5,370.43976923076923
4939,7,2.0,5,2,3530,3,2.0,2.0,2.0,2.0,4,8,1,80.0,1,2,3,2.0,2.0,6,2,2,2,0.0,2,4,1.0,8,189.33493396226416
4946,7,2.0,9,1,6522,3,2.0,2.0,2.0,3.0,4,9,3,100.0,2,2,4,2.0,1.0,6,2,2,1,0.0,2,3,3.0,9,100.93794
4965,7,2.0,5,2,1903,3,2.0,2.0,3.0,2.0,4,7,3,80.0,1,2,3,2.0,2.0,6,2,2,1,2.0,2,5,4.0,6,46.09814545454545
4967,7,2.0,9,5,4782,3,1.0,2.0,2.0,2.0,4,8,3,92.0,2,2,4,2.0,1.0,5,2,2,4,0.0,2,3,3.0,6,92.05716666666666
4983,2,2.0,8,1,6651,3,1.0,1.0,1.0,2.0,4,2,2,100.0,1,3,4,1.0,1.0,2,2,2,4,0.0,3,3,2.0,1,68.75588235294117
4987,9,0.0,7,3,866,3,2.0,2.0,3.0,3.0,4,10,995,85.0,1,1,3,2.0,2.0,1,2,2,1,0.0,3,5,0.0,2,66.234075
4998,2,0.0,4,1,5536,3,2.0,2.0,1.0,2.0,4,3,1,100.0,2,5,2,2.0,2.0,5,2,2,5,0.0,2,3,0.0,7,34.62166666666667
5005,4,0.0,9,3,2341,2,1.0,2.0,3.0,6.0,4,5,3,80.0,1,3,4,2.0,2.0,5,2,1,1,0.0,3,7,0.0,6,17.64811267605634
5012,4,1.0,5,2,2231,3,2.0,2.0,5.0,5.0,4,5,1,100.0,2,10,3,2.0,2.0,1,2,2,1,0.0,2,3,2.0,6,33.34211764705882
5014,2,1.0,7,3,1918,3,2.0,2.0,1.0,1.0,4,4,2,100.0,1,3,3,2.0,2.0,4,2,2,1,0.0,2,4,2.0,3,89.7008
5021,2,2.0,5,2,2703,3,2.0,2.0,1.0,2.0,4,2,1,100.0,1,1,3,2.0,2.0,2,2,2,4,0.0,2,4,3.0,7,232.6811111111111
5023,7,1.0,4,2,4714,3,1.0,2.0,4.0,4.0,4,8,8,100.0,2,9,2,2.0,1.0,6,1,2,1,0.0,2,4,3.0,2,175.44579365079366
5031,2,2.0,2,1,6845,3,2.0,2.0,6.0,6.0,4,3,3,100.0,2,2,1,1.0,1.0,6,2,2,1,0.0,1,3,2.0,1,30.3235
5034,9,11.0,2,2,5058,3,1.0,2.0,3.0,4.0,4,10,995,100.0,1,1,1,2.0,1.0,1,1,1,1,0.0,2,7,6.0,6,91.51989571428571
5038,8,2.0,1,1,6536,3,1.0,2.0,3.0,3.0,4,8,4,100.0,2,3,1,2.0,1.0,6,2,2,7,0.0,3,3,2.0,6,33.24726086956522
5058,5,3.0,9,3,1316,3,1.0,2.0,3.0,3.0,4,6,3,80.0,1,9,4,2.0,2.0,7,2,2,4,0.0,2,6,4.0,7,235.91148354065837
5066,2,2.0,6,3,1926,3,2.0,2.0,2.0,1.0,4,2,1,100.0,2,5,3,2.0,2.0,5,2,2,1,0.0,1,4,2.0,6,51.7053125
5076,2,2.0,6,2,3586,3,1.0,2.0,2.0,2.0,4,2,1,100.0,2,10,3,2.0,2.0,5,2,2,1,0.0,2,3,1.0,6,48.44833333333333
5077,7,1.0,2,1,4772,3,1.0,2.0,5.0,5.0,4,8,4,75.0,2,2,1,2.0,2.0,6,2,2,2,0.0,2,4,3.0,6,85.83093125
5087,7,2.0,2,2,3683,3,2.0,2.0,2.0,3.0,4,8,6,85.0,1,2,1,2.0,2.0,6,2,1,1,2.0,3,7,5.0,2,51.475956989247315
5090,3,1.0,4,1,7213,3,1.0,2.0,2.0,3.0,4,5,1,100.0,2,2,2,2.0,2.0,6,2,2,1,0.0,2,3,3.0,6,55.52695121951219
5093,4,3.0,5,2,4202,3,1.0,2.0,2.0,2.0,4,5,1,100.0,2,2,3,2.0,2.0,1,2,2,1,0.0,2,3,1.0,6,43.287
5097,7,2.0,7,3,1180,2,2.0,2.0,3.0,2.0,4,8,11,80.0,2,1,3,2.0,2.0,6,2,2,1,0.0,3,4,3.0,6,58.44672395833334
5100,6,2.0,2,1,4079,3,2.0,2.0,2.0,2.0,4,7,5,75.0,1,2,1,2.0,2.0,4,2,2,3,0.0,2,4,4.0,7,123.57341052631578
5101,4,2.0,6,2,3249,3,1.0,2.0,2.0,2.0,4,6,1,100.0,2,10,3,2.0,1.0,6,2,2,1,0.0,2,3,6.0,3,92.54552112676056
5102,8,2.0,9,5,2381,2,2.0,2.0,3.0,3.0,4,8,14,85.0,2,2,4,2.0,2.0,5,2,2,2,0.0,1,4,3.0,6,38.764116666666666
5104,2,2.0,7,3,2006,3,2.0,2.0,2.0,2.0,4,3,1,100.0,1,3,3,2.0,2.0,3,2,2,1,0.0,1,4,5.0,6,93.1484
5106,3,2.0,7,3,2969,3,2.0,2.0,2.0,1.0,4,3,1,100.0,2,10,3,2.0,2.0,6,2,2,1,0.0,1,3,1.0,3,41.98211538461538
5108,6,2.0,3,1,5749,3,1.0,2.0,3.0,3.0,4,6,3,100.0,1,10,2,2.0,1.0,6,2,2,1,0.0,1,3,3.0,7,63.868476923076926
5117,7,2.0,5,3,189,1,1.0,1.0,3.0,2.0,4,8,1,93.0,1,2,3,1.0,1.0,1,2,1,1,0.0,1,7,5.0,7,71.70631382978723
5122,3,0.0,9,3,644,2,2.0,2.0,1.0,2.0,4,4,1,100.0,1,3,4,2.0,2.0,3,2,2,2,2.0,1,6,0.0,6,59.94313432835821
5126,10,2.0,3,7,4393,3,1.0,2.0,4.0,4.0,4,11,995,85.0,2,8,2,2.0,1.0,1,1,2,3,0.0,1,4,6.0,5,98.49070428571429
5135,6,9.0,3,1,5272,3,1.0,2.0,3.0,4.0,4,7,4,95.0,2,6,2,2.0,1.0,1,1,2,3,0.0,1,4,3.0,5,89.45095454545455
5142,5,11.0,5,3,200,3,2.0,2.0,2.0,6.0,4,6,2,75.0,2,2,3,2.0,2.0,5,2,2,3,2.0,1,5,4.0,6,21.71542857142857
5145,7,2.0,7,2,3002,2,2.0,2.0,1.0,6.0,4,8,3,85.0,1,2,3,2.0,2.0,6,2,2,2,0.0,2,5,2.0,8,22.737323529411764
5150,3,2.0,2,1,5713,3,2.0,2.0,5.0,5.0,4,5,1,75.0,1,3,1,2.0,2.0,4,2,2,4,0.0,2,4,2.0,9,35.73413333333333
5151,2,0.0,3,1,4910,3,1.0,2.0,2.0,2.0,4,3,1,100.0,1,2,2,2.0,1.0,1,2,2,1,0.0,2,4,0.0,3,64.792
5153,5,2.0,5,2,3393,3,2.0,2.0,2.0,2.0,4,5,1,75.0,1,10,3,2.0,2.0,6,2,1,1,0.0,3,7,4.0,9,172.64241379310346
5160,2,2.0,7,2,2455,3,2.0,2.0,2.0,2.0,2,2,1,100.0,1,1,3,2.0,2.0,4,2,2,3,2.0,1,4,1.0,3,83.67583333333333
5161,8,9.0,5,2,3077,2,1.0,1.0,3.0,4.0,4,10,12,100.0,1,8,3,2.0,1.0,1,1,1,1,0.0,2,7,2.0,2,95.04391111111111
5164,5,2.0,8,1,7609,3,2.0,2.0,3.0,4.0,4,7,2,65.0,1,9,4,2.0,2.0,6,2,2,2,0.0,2,5,3.0,6,125.76871428571428
5169,3,2.0,9,3,920,1,2.0,2.0,2.0,2.0,4,4,1,50.0,2,2,4,2.0,2.0,1,2,2,3,2.0,1,3,2.0,3,27.236142857142855
5180,8,2.0,3,1,4178,3,2.0,2.0,3.0,3.0,4,9,7,100.0,1,3,2,2.0,2.0,6,2,2,3,0.0,3,4,5.0,5,81.48051666666667
5181,8,2.0,2,2,3837,3,1.0,1.0,3.0,2.0,4,10,3,95.0,1,3,1,2.0,1.0,1,2,1,1,0.0,3,7,3.0,6,151.37292
5183,8,4.0,7,3,1546,3,2.0,2.0,2.0,2.0,4,8,2,100.0,1,3,3,2.0,2.0,6,2,2,1,0.0,1,6,4.0,6,57.02692
5189,4,1.0,5,2,3275,3,2.0,2.0,2.0,2.0,1,5,1,50.0,2,2,3,2.0,2.0,4,2,2,1,0.0,2,4,6.0,6,20.430976744186047
5192,5,2.0,9,3,1281,3,1.0,2.0,3.0,3.0,4,6,4,100.0,2,3,4,2.0,1.0,4,2,2,4,2.0,1,4,3.0,5,31.07089156626506
5196,2,1.0,7,3,1100,3,2.0,2.0,1.0,3.0,4,2,2,25.0,1,3,3,2.0,2.0,2,2,1,3,0.0,1,7,1.0,7,141.69433333333333
5200,2,2.0,3,1,5160,3,1.0,2.0,6.0,6.0,4,2,1,80.0,2,10,2,2.0,1.0,4,2,2,3,0.0,2,2,3.0,2,88.9929411764706
5208,4,0.0,3,1,6531,3,1.0,2.0,2.0,2.0,4,4,2,90.0,2,3,2,2.0,1.0,6,2,2,3,0.0,2,4,0.0,4,48.62046511627907
5212,9,0.0,5,2,2609,2,2.0,2.0,3.0,3.0,4,8,13,100.0,2,8,3,2.0,2.0,1,2,2,2,0.0,2,4,0.0,7,59.20792158415683
5218,2,2.0,5,2,2146,3,2.0,2.0,5.0,5.0,4,2,1,100.0,1,1,3,2.0,2.0,2,2,2,1,0.0,1,4,3.0,7,133.3248
5219,10,6.0,5,7,4710,2,2.0,2.0,3.0,2.0,4,10,8,95.0,1,10,3,2.0,2.0,6,2,1,2,0.0,2,7,5.0,7,48.104087142857146
5233,5,1.0,4,1,8185,3,1.0,1.0,2.0,2.0,4,5,2,45.0,2,2,2,1.0,1.0,6,2,2,1,0.0,3,4,2.0,3,11.226151898734177
5239,8,5.0,9,5,2069,2,1.0,2.0,3.0,3.0,4,10,994,95.0,2,10,4,2.0,1.0,1,2,2,6,0.0,2,4,4.0,5,142.16980705882352
5243,8,1.0,7,3,889,3,1.0,1.0,3.0,2.0,4,9,994,70.0,1,3,3,2.0,1.0,6,2,2,6,0.0,1,5,6.0,5,83.30552432432432
5249,2,1.0,5,2,3808,3,1.0,2.0,1.0,2.0,4,2,3,100.0,2,3,3,2.0,2.0,4,2,2,4,0.0,1,4,2.0,3,80.55096774193548
5253,10,2.0,9,7,3276,3,1.0,2.0,3.0,3.0,4,10,994,99.0,2,8,4,2.0,1.0,1,2,2,6,0.0,1,4,5.0,4,53.42367333333333
5256,10,4.0,2,7,6542,2,1.0,2.0,3.0,3.0,4,10,995,90.0,1,2,1,2.0,1.0,4,2,1,2,0.0,1,7,5.0,5,71.65590266666666
5261,4,2.0,9,3,1337,1,2.0,2.0,5.0,5.0,4,4,1,50.0,2,1,4,2.0,2.0,1,2,2,2,0.0,1,3,4.0,6,66.3431724137931
5266,5,2.0,5,2,3119,3,2.0,2.0,2.0,2.0,4,6,4,90.0,1,1,3,2.0,2.0,1,2,2,1,1.0,2,4,3.0,5,83.49879411764707
5269,7,9.0,2,1,6762,3,2.0,2.0,2.0,2.0,4,9,1,90.0,1,2,1,2.0,2.0,4,2,2,3,0.0,2,4,2.0,6,68.20343292682927
5272,2,4.0,7,3,906,3,1.0,2.0,1.0,1.0,4,3,1,25.0,1,9,3,2.0,2.0,5,2,2,5,0.0,2,3,2.0,7,23.748444444444445
5274,4,2.0,9,1,5401,3,1.0,2.0,5.0,2.0,4,5,2,100.0,2,10,4,2.0,1.0,5,2,2,1,0.0,2,3,2.0,4,57.4610625
5278,2,2.0,4,1,6891,3,0.0,0.0,5.0,5.0,4,3,1,100.0,1,9,2,0.0,0.0,5,2,2,4,0.0,2,5,3.0,10,21.542142857142856
5282,3,3.0,9,5,4801,2,2.0,2.0,5.0,5.0,4,2,3,100.0,1,3,4,2.0,2.0,2,2,2,4,0.0,3,4,2.0,6,44.32190476190476
5283,2,9.0,2,2,6411,2,2.0,2.0,0.0,5.0,1,2,1,70.0,2,1,1,2.0,2.0,3,2,2,1,1.0,2,2,2.0,7,22.431818181818183
5300,5,4.0,7,3,1378,3,1.0,2.0,1.0,1.0,4,7,2,100.0,2,2,3,2.0,1.0,6,2,2,1,0.0,2,3,4.0,6,49.18480459770115
5302,2,2.0,3,1,4600,3,2.0,2.0,1.0,1.0,4,3,1,100.0,2,2,2,2.0,2.0,4,2,2,3,0.0,2,3,2.0,5,225.48232558139534
5308,2,2.0,5,2,3393,3,2.0,2.0,1.0,2.0,4,5,1,95.0,2,9,3,2.0,2.0,5,2,2,4,0.0,1,3,2.0,7,26.938
5312,3,3.0,3,1,5873,3,2.0,2.0,1.0,2.0,4,3,2,100.0,2,2,2,2.0,2.0,2,2,2,4,1.0,1,2,3.0,6,25.492539682539682
5313,9,7.0,5,2,2781,3,1.0,1.0,3.0,4.0,4,9,7,50.0,2,8,3,2.0,1.0,1,2,2,1,0.0,2,4,3.0,2,36.638525
5315,3,2.0,4,1,6465,3,2.0,2.0,2.0,2.0,4,5,3,60.0,2,2,2,2.0,2.0,6,2,2,3,0.0,1,3,1.0,5,35.1791
5317,4,1.0,9,1,5468,3,2.0,2.0,2.0,2.0,4,5,1,100.0,2,2,4,2.0,1.0,4,2,2,3,0.0,2,4,3.0,6,69.3083
5319,5,2.0,3,1,4289,3,2.0,2.0,2.0,3.0,4,6,3,55.0,1,5,2,2.0,1.0,1,2,2,2,0.0,2,4,2.0,5,92.21367441860465
5320,5,0.0,9,3,1389,3,2.0,2.0,5.0,2.0,4,6,2,85.0,2,1,4,2.0,2.0,4,2,2,2,0.0,1,3,0.0,9,33.325
5325,3,2.0,8,3,991,1,0.0,0.0,5.0,2.0,4,3,1,25.0,2,2,4,0.0,0.0,2,2,2,3,0.0,2,3,3.0,10,14.074883720930233
5335,2,2.0,5,2,2910,3,2.0,2.0,1.0,2.0,4,2,1,100.0,2,3,3,2.0,2.0,6,2,2,1,0.0,1,4,2.0,5,105.365625
5339,6,6.0,1,1,5374,3,2.0,2.0,2.0,4.0,4,6,3,75.0,1,9,1,2.0,1.0,4,1,2,1,0.0,1,6,3.0,2,190.12930263157895
5340,5,2.0,2,2,3773,3,1.0,2.0,3.0,3.0,4,4,1,100.0,2,2,1,2.0,2.0,6,2,2,5,0.0,1,4,1.0,6,203.68594029850746
5349,2,2.0,5,3,479,3,2.0,2.0,2.0,2.0,4,2,2,50.0,2,5,3,2.0,2.0,2,2,2,1,0.0,1,3,2.0,7,122.2542
5350,7,2.0,5,3,669,3,2.0,1.0,2.0,2.0,4,9,4,100.0,1,1,3,2.0,1.0,4,2,1,1,0.0,2,7,4.0,9,79.69082142857143
5353,2,2.0,2,1,5077,3,2.0,2.0,5.0,2.0,4,2,2,62.0,2,3,1,2.0,2.0,4,2,2,1,0.0,2,2,3.0,8,36.24604166666666
5365,2,2.0,4,1,6570,3,1.0,2.0,1.0,1.0,4,2,1,100.0,2,2,2,2.0,2.0,6,2,2,1,0.0,2,4,2.0,5,65.72083333333333
5370,5,2.0,5,2,4525,3,2.0,2.0,1.0,3.0,4,7,2,100.0,1,9,3,2.0,2.0,5,2,1,1,0.0,3,7,4.0,5,93.83246575342466
5371,3,2.0,6,2,3863,3,2.0,2.0,5.0,5.0,4,3,2,75.0,2,10,3,2.0,2.0,5,2,2,3,2.0,3,2,1.0,6,16.79206349206349
5375,2,2.0,4,2,3760,3,2.0,2.0,1.0,1.0,4,2,2,75.0,2,5,2,2.0,2.0,4,2,2,1,0.0,1,3,1.0,4,68.26342857142858
5380,10,6.0,7,7,1418,2,2.0,1.0,3.0,2.0,4,10,994,98.0,1,8,3,2.0,1.0,6,2,1,6,0.0,2,7,5.0,7,73.59187571428572
5390,4,0.0,5,2,3537,3,1.0,2.0,1.0,1.0,4,6,2,100.0,1,2,3,2.0,2.0,5,2,2,3,2.0,1,6,0.0,5,88.91844897959184
5404,9,3.0,2,1,6038,1,2.0,2.0,6.0,6.0,4,9,5,33.0,1,2,1,2.0,2.0,1,2,2,3,0.0,4,4,1.0,1,15.237805
5406,3,2.0,9,1,7286,3,2.0,2.0,2.0,2.0,1,3,1,25.0,2,3,4,2.0,2.0,5,2,2,1,0.0,3,3,4.0,7,51.231206896551726
5412,6,2.0,9,5,5299,3,2.0,2.0,3.0,3.0,4,9,4,100.0,2,2,4,2.0,2.0,1,2,2,3,2.0,2,3,4.0,7,314.04590625
5413,2,2.0,7,2,3010,3,2.0,2.0,1.0,1.0,4,3,1,100.0,2,3,3,2.0,2.0,5,2,2,1,0.0,2,3,4.0,8,54.041111111111114
5414,2,2.0,3,1,7060,2,2.0,2.0,1.0,2.0,4,3,1,100.0,2,3,2,2.0,2.0,4,2,2,1,1.0,1,3,3.0,4,39.78
5416,8,2.0,9,3,1129,3,2.0,2.0,3.0,3.0,4,8,2,100.0,1,3,4,2.0,2.0,1,2,2,3,0.0,1,4,2.0,6,59.840812
5419,6,2.0,9,3,1209,2,2.0,2.0,4.0,3.0,4,8,4,100.0,2,10,4,2.0,2.0,1,2,2,6,0.0,2,3,5.0,6,123.93555294117647
5423,9,3.0,5,2,2861,3,1.0,1.0,3.0,3.0,4,7,2,100.0,1,9,3,2.0,1.0,2,2,1,1,0.0,3,7,2.0,1,42.46987
5432,2,0.0,5,2,2201,3,1.0,1.0,1.0,1.0,4,2,1,100.0,1,2,3,2.0,1.0,4,2,2,1,0.0,2,4,0.0,5,124.66727272727273
5438,4,2.0,8,1,4391,3,2.0,1.0,2.0,2.0,4,5,2,77.0,2,2,4,2.0,2.0,1,2,2,1,0.0,2,3,2.0,5,44.16577777777778
5441,10,4.0,9,7,1022,3,1.0,2.0,3.0,2.0,4,11,995,98.0,1,2,4,2.0,2.0,6,2,1,4,0.0,2,7,5.0,7,30.802976
5446,2,2.0,3,2,4813,3,0.0,0.0,1.0,1.0,4,3,1,100.0,2,3,2,0.0,0.0,4,2,2,1,0.0,2,3,4.0,10,48.28807692307692
5454,2,2.0,5,2,2917,3,2.0,2.0,5.0,5.0,4,3,2,70.0,1,2,3,2.0,2.0,2,2,2,1,0.0,1,5,2.0,1,43.65266666666667
5457,7,2.0,9,1,5634,3,1.0,1.0,2.0,3.0,4,9,6,91.0,2,2,4,2.0,1.0,6,2,2,2,0.0,2,4,5.0,6,99.02422975770243
5460,2,2.0,7,3,2837,3,2.0,2.0,2.0,2.0,4,3,1,100.0,1,2,3,2.0,2.0,6,2,2,1,0.0,2,4,2.0,7,67.55933333333333
5461,2,2.0,5,3,1379,3,1.0,2.0,1.0,5.0,4,3,1,100.0,2,2,3,2.0,1.0,5,2,2,1,0.0,2,3,2.0,2,42.228125
5463,9,0.0,2,2,3906,3,1.0,1.0,2.0,4.0,4,11,995,90.0,1,3,1,2.0,1.0,6,1,2,1,0.0,2,5,0.0,2,104.00471571428571
5466,2,2.0,5,2,2832,3,2.0,2.0,5.0,5.0,4,2,1,100.0,1,2,3,2.0,2.0,2,2,2,4,0.0,3,4,3.0,6,137.202
5468,3,2.0,6,3,1829,3,0.0,0.0,5.0,5.0,4,5,1,90.0,1,2,3,0.0,0.0,5,2,2,1,0.0,2,4,2.0,10,51.8625
5469,5,5.0,3,1,6622,3,2.0,2.0,3.0,2.0,4,5,2,25.0,2,5,2,2.0,2.0,4,2,2,3,1.0,3,3,3.0,9,124.67267567567568
5479,3,9.0,3,1,5098,3,1.0,2.0,2.0,2.0,4,4,1,80.0,1,2,2,2.0,1.0,4,2,2,4,0.0,2,4,2.0,5,104.86287878787878
5482,2,3.0,3,1,5366,3,2.0,2.0,2.0,2.0,4,2,1,100.0,2,3,2,2.0,2.0,3,2,2,4,1.0,2,3,3.0,7,54.69639344262295
5485,8,0.0,2,2,3748,2,1.0,2.0,2.0,2.0,4,9,1,99.0,1,3,1,2.0,1.0,6,2,1,1,0.0,2,7,0.0,5,143.07925333333333
5486,5,2.0,5,3,1212,2,1.0,2.0,2.0,1.0,4,6,1,80.0,1,3,3,2.0,2.0,1,2,2,1,2.0,3,4,1.0,3,19.2244375
5489,4,2.0,9,1,6329,3,2.0,2.0,2.0,2.0,4,4,3,66.0,2,2,4,2.0,2.0,1,2,2,1,0.0,2,3,3.0,2,34.99127272727273
5496,4,2.0,9,3,910,2,1.0,1.0,2.0,2.0,4,7,1,100.0,2,2,4,2.0,1.0,1,2,2,2,0.0,1,3,2.0,5,63.55672
