ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC,SC,RoofHTC,ExWallHTC,exWinAirtightness,HeatingLoad,CoolingLoad
2133,1,huaian,7,3,14976,33,2,0.4,0.28,0.04,0.01,2.5,0.89,0.44,0.79,6,21.87,35.99
2134,1,suzhou,7,3,3970,5,2,0.29,0.21,0.08,0.08,1.8,0.59,0.45,0.82,6,34.8,51.84
2135,0,0tong,3,3,23210,19,9,0.45,0.36,0.2,0.16,1.9,0.376,0.59,1.13,6,79.84,122.36
2136,0,0tong,1,3,57047,6,2,0.39,0.21,0.38,0.41,2.17,0.26,0.55,0.61,4,73.21,128.39
2137,0,wuxi,5,3,63680,24,2,0.22,0.24,0.15,0.15,3.2,0.43,0.85,0.42,3,25.83,22.23
2138,1,0tong,7,3,10487,11,0,0.36,0.29,0.14,0.14,3,0.6,0.73,0.96,6,23.41,34.12
2139,1,suzhou,7,3,4322,11,1,0.02,0.2,0.02,0.02,3,0.7,0.47,0.48,4,17.84,7.32
2140,1,yangzhou,7,3,19429,18,8,0.37,0.22,0.14,0.13,3,0.66,0.38,0.56,6,6.2,12.32
2141,0,0jing,5,3,34860,12,0,0.18,0.19,0.21,0.21,2.6,0.4,0.585,0.674,6,14.81,45.11
2142,1,taizhou,7,3,8160,12,2,0.35,0.23,0.02,0.02,2.7,0.45,0.69,0.57,7,16.72,27.3
2144,1,wuxi,7,3,6769,13,6,0.33,0.3,0,0,2.4,0.22,0.35,0.92,6,26.71,32.77
2145,0,suzhou,3,3,5085,4,0,0.19,0.08,0.42,0.33,2.4,0.36,0.58,0.8,6,84.6,113.3
2146,1,suzhou,7,3,5983,3,1,0.38,0.19,0.07,0.07,2.4,0.4,0.35,0.82,4,20.75,29.72
2147,1,suzhou,7,3,1277,3,6,0.25,0.25,0.11,0.07,2.7,0.38,0.477,0.522,6,15.82,13.68
2148,0,suzhou,1,3,21426,4,1,0.39,0.26,0.69,0.21,2.7,0.57,0.35,0.55,4,71.63,144.28
2149,1,suqian,7,3,3027,6,6,0.27,0.2,0.05,0.04,2.3,0.4,0.8,1.09,6,5.41,4.39
2150,0,suzhou,1,3,32821,14,1,0.43,0.41,0.3,0.37,2.4,0.41,0.49,0.56,6,52.56,45.54
2152,0,suzhou,3,3,107611,40,3,0.96,0.96,0.97,0.94,2.3,0.5,0.53,0.73,3,137.56,156.31
2154,1,xuzhou,7,2,6516,9,2,0.17,0.17,0.12,0.09,1.4,0.88,0.35,0.31,3,29.95,0
2155,1,zhenjiang,7,3,3817,9,1,0.07,0.25,0.08,0.12,2.9,0.83,0.564,0.57,6,16.94,13.43
2156,1,xuzhou,6,2,11642,28,2,0.34,0.14,0.04,0.04,2.6,0.83,0.48,0.476,6,14.68,14.5
2157,1,0jing,7,3,6255,18,1,0.37,0.26,0.1,0.02,2.1,0.78,0.54,0.83,6,6.52,8.6
2158,1,xuzhou,7,2,4131,6,2,0.37,0.25,0.1,0.1,2.23,0.84,0.524,0.8,6,12.41,9.9
2159,1,0tong,7,3,3500,5,0,0.43,0.29,0.05,0.05,3.6,0.5,0.73,0.96,4,24.03,35.16
2160,0,0jing,3,3,59741,22,0,0.3,0.29,0.3,0.3,1.63,0.34,0.57,0.57,1,87.48,95.76
2161,1,taizhou,7,3,6210,6,6,0.27,0.24,0.03,0.03,2.9,0.86,0.7,1.03,6,2.4,6.05
2162,1,lianyungang,7,2,5398,6,6,0.45,0.31,0.12,0.14,2.7,0.65,0.504,1.05,4,43.23,32.26
2164,0,wuxi,7,3,911,2,2,0.24,0.28,0.02,0,2.7,0.5,0.598,0.781,5,81.32,46.09
2165,1,suqian,7,3,3261,6,1,0.23,0.24,0.11,0.11,3,0.27,0.66,0.65,6,17.31,29.16
2166,1,huaian,7,3,2152,6,6,0.3,0.29,0.09,0.09,2.81,0.74,0.78,1.2,4,20.05,34.07
2167,0,changzhou,3,3,23423,10,2,0.12,0.26,0.32,0.23,1.83,0.43,0.55,0.54,4,67.26,97.44
2168,1,lianyungang,7,2,3327,6,2,0.35,0.23,0.31,0.31,2.6,0.6,0.38,0.78,4,32.71,7.77
2169,1,suzhou,7,3,2387,3,6,0.15,0.19,0.1,0.1,2.4,0.55,0.42,0.93,8,14.86,22.58
2170,0,suzhou,1,3,29833,18,8,0.34,0.22,0.07,0.09,2.46,0.43,0.57,0.57,6,13.55,9.18
2171,1,xuzhou,7,2,5140,9,2,0.18,0.15,0.07,0.08,1.49,0.88,0.41,0.36,3,38.92,0
2172,1,suzhou,7,3,3491,6,6,0.2,0.18,0.05,0.04,3.2,0.83,0.64,0.81,6,35.09,52.56
2174,1,lianyungang,7,2,2675,4,6,0.29,0.27,0.03,0.03,3,0.65,0.42,0.524,5,39.59,22.83
2175,0,wuxi,3,3,142043,33,3,0.48,0.07,0.37,0.44,2.5,0.36,0.459,0.426,6,33.54,55.31
2176,1,xuzhou,7,2,12152,22,1,0.38,0.19,0.16,0.16,2.1,0.84,0.562,0.689,6,16.1,11.89
2177,1,taizhou,7,3,15523,19,1,0.35,0.21,0.15,0.16,2.4,0.4,0.49,0.46,3,9.72,12.47
2178,0,zhenjiang,5,3,8183,7,1,0.45,0.27,0.15,0.21,2.4,0.53,0.57,0.65,6,10.51,13.65
2179,1,huaian,7,3,6934,11,1,0.41,0.24,0.14,0.14,2.8,0.84,0.62,0.83,6,21.39,36.26
2180,1,huaian,7,3,3091,6,6,0.25,0.26,0.18,0.18,3,0.81,0.53,0.85,4,21.18,31.98
2181,0,suzhou,1,3,75724,4,0,0.65,0.28,0.45,0.33,2,0.28,0.64,0.71,3,73.2,127.05
2182,0,suzhou,3,3,38045,5,3,0.39,0.28,0.36,0.07,2.71,0.89,0.53,0.51,4,32.62,49.51
2183,0,wuxi,1,3,27898,32,2,0.35,0.33,0.07,0.07,2.1,0.85,0.546,0.633,6,13.25,48.53
2184,1,suzhou,7,3,606,3,6,0.21,0.05,0.17,0.17,2.5,0.63,0.39,0.48,4,12.23,12.23
2185,1,xuzhou,7,2,9695,18,18,0.38,0.23,0.08,0.02,2.4,0.83,0.52,0.52,6,11.63,39.74
2186,1,0jing,7,3,4835,11,1,0.32,0.24,0.06,0.04,2.85,0.75,0.67,1.06,4,44.46,40.59
2187,1,zhenjiang,7,3,1060,4,4,0.38,0.29,0.12,0.12,2.9,0.6,0.555,0.317,6,18.61,13.96
2188,1,taizhou,7,3,3989,8,6,0.3,0.27,0.04,0.04,5.8,0.89,0.7,0.67,6,5.38,10.61
2189,0,0jing,3,3,7763,7,8,0.23,0.21,0.08,0.06,2.7,0.62,0.7,0.89,3,25.01,51.65
2190,1,wuxi,7,3,2946,5,6,0.29,0.24,0.06,0.07,2.8,0.56,0.702,0.883,4,16.18,13.29
2191,1,yancheng,7,3,9121,6,2,0.32,0.22,0.08,0.09,2.1,0.25,0.51,0.74,6,17.29,39.09
2192,1,zhenjiang,7,3,2120,6,6,0.38,0.19,0.07,0.06,3.1,0.83,0.57,0.87,4,32.96,55.53
2193,0,0jing,3,3,50277,33,3,0.88,0.86,0.88,0.89,1.68,0.34,0.56,0.44,3,43.31,116.5
2194,0,0jing,3,3,11824,5,3,0.44,0.44,0.3,0.3,2.66,0.52,0.59,0.7,1,65.81,64.32
2195,1,wuxi,7,3,2960,4,6,0.16,0.16,0.03,0.03,3,0.86,0.37,0.48,6,24.06,22.86
2196,0,wuxi,3,3,68166,23,3,0.62,0.61,0.63,0.66,2.6,0.4,0.565,0.798,3,15.15,46.75
2197,1,taizhou,7,3,1704,4,1,0.31,0.25,0.19,0.19,3.2,0.51,0.47,0.6,7,16.26,12.75
2198,0,xuzhou,3,2,29978,26,2,0.35,0.25,0.05,0.04,2.72,0.79,0.53,0.5,4,73.03,106.49
2199,1,suzhou,7,3,11092,26,1,0,0,0.29,0.18,2.4,0.33,0.68,0.81,6,22.51,36.49
2200,0,huaian,5,3,3527,4,7,0.46,0.4,0.16,0.07,2.4,0.42,0.58,0.6,4,39.88,66.72
2201,1,0jing,7,3,12425,27,1,0.26,0.05,0.1,0.11,1.8,0.35,0.714,0.86,6,19.45,16.85
2202,1,yangzhou,7,3,2166,4,4,0.41,0.26,0.07,0.07,1.96,0.78,0.29,0.59,6,18.17,20.03
2203,0,suzhou,3,3,57635,24,3,0.96,0.76,0.92,0.71,2.59,0.36,0.43,0.38,3,75.86,101.97
2204,0,taizhou,3,3,19868,10,3,0.44,0.43,0.47,0.09,2.6,0.4,0.572,0.578,6,26.04,50.85
2205,1,taizhou,7,3,12281,20,2,0.35,0.21,0.02,0.02,2.7,0.46,0.65,0.52,7,11.17,11.49
2206,0,changzhou,3,3,12500,6,5,0.56,0.48,0.72,0.56,1.6,0.35,0.51,0.41,3,18.01,49.35
2207,0,xuzhou,3,2,29995,24,3,0.47,0.47,0.49,0.49,2.7,0.45,0.541,0.52,4,63.22,112.92
2208,0,changzhou,1,3,9286,4,1,0.09,0.3,0.09,0.44,2.6,0.5,0.53,0.47,6,12.45,27.46
2209,1,suzhou,7,3,805,3,6,0.19,0.19,0.11,0.12,2.65,0.38,0.477,0.522,6,13.67,11.7
2210,1,suzhou,7,3,409,2,6,0.32,0.18,0.06,0.02,3.2,0.84,0.43,0.69,4,13.05,13.05
2211,1,suzhou,7,3,3466,5,5,0.19,0.21,0.07,0.33,3.1,0.83,0.597,0.879,6,15.5,11.91
2212,1,lianyungang,7,2,2058,3,6,0.24,0.12,0.07,0.06,2.49,0.5,0.332,0.492,7,26.56,16.49
2213,0,taizhou,3,3,14349,6,6,0.19,0.15,0.02,0.03,1.9,0.86,0.521,0.662,6,21.34,39.05
2214,0,0jing,4,3,230621,57,1,0.5,0.45,0.51,0.46,3.2,0.82,0.47,0.56,3,7.5,7.5
2215,0,0tong,3,3,108140,12,0,0.31,0.3,0.23,0.24,2.3,0.75,0.59,0.68,6,86.53,131.21
2216,1,xuzhou,7,2,10682,18,1,0.21,0.2,0.04,0.02,2.5,0.84,0.48,0.73,6,16.6,27.18
2217,1,zhenjiang,7,3,3803,8,2,0.4,0.3,0.02,0.02,2.5,0.82,0.49,0.5,6,24.55,41.99
2218,0,suzhou,3,3,158443,22,2,0.88,0.89,0.87,0.89,2.1,0.35,0.32,0.33,3,89.95,0
2219,0,0jing,3,3,24644,23,1,0.82,0.17,0.55,0.71,2.4,0.3,0.74,0.693,6,19.83,55.99
2220,0,0jing,3,3,48975,10,5,0.49,0.44,0.32,0.32,2.4,0.4,0.59,0.61,4,30.78,32.97
2221,1,suzhou,7,3,2393,5,1,0.23,0.16,0.02,0.02,2.5,0.69,0.44,0.62,4,13.09,20.95
2222,1,0tong,7,3,677,4,1,0.33,0.2,0.13,0.13,2.94,0.5,0.58,0.89,6,14.59,8.37
2223,0,suzhou,3,3,52818,21,1,0.49,0.5,0.51,0.49,1.66,0.4,0.56,0.93,4,108.37,113.98
2224,1,taizhou,7,3,11584,15,6,0.16,0.23,0.08,0.06,5.8,0.89,0.84,0.79,6,11.01,10.14
2225,1,0tong,7,3,3948,6,0,0.45,0.24,0.08,0.08,3.6,0.6,0.72,0.96,4,23.51,35.63
2226,1,taizhou,7,3,1975,3,5,0.2,0.19,0.08,0.09,1.9,0.18,0.521,0.846,6,2.31,5.21
2227,1,huaian,7,3,2569,6,2,0.36,0.31,0.05,0.05,3.2,0.86,1.68,0.65,6,30.63,48.64
2228,0,0jing,3,3,21809,20,0,0.27,0.27,0.13,0.16,2.6,0.46,0.5,0.63,3,39.46,48.11
2229,0,suzhou,3,3,29780,28,4,0.67,0.71,0.54,0.7,2.7,0.32,0.56,0.5,3,4.21,4.21
2230,1,yancheng,7,3,44257,31,1,0.45,0.25,0.37,0.42,2.4,0.5,0.32,0.72,3,20.01,23.49
2231,0,suzhou,3,3,23559,11,2,0.63,0.32,0.17,0.29,2.77,0.34,0.58,0.65,1,69.45,76.29
2232,0,suzhou,3,3,22600,9,0,0.51,0.31,0.31,0.23,3.2,0.83,0.6,0.77,4,4.94,4.94
2233,1,taizhou,7,3,8620,10,0,0.35,0.24,0.04,0.04,3,0.3,0.77,0.62,6,5.93,3.42
2234,1,suzhou,7,3,4246,9,2,0.4,0.3,0.01,0.01,2.6,0.7,0.61,0.68,6,12.22,20.82
2235,1,lianyungang,3,2,1205,3,6,0.17,0.12,0.18,0.03,2.5,0.83,0.307,0.553,6,23.62,19.64
2236,0,wuxi,7,3,12316,6,6,0.25,0.27,0.16,0.2,2.6,0.4,0.584,0.578,4,30.86,61.29
2237,1,taizhou,7,3,13682,33,6,0.33,0.19,0.02,0.02,2.9,0.82,0.85,0.5,6,1.17,2.22
2238,1,suzhou,7,3,2236,5,1,0.27,0.23,0.04,0.03,2.92,0.82,0.75,0.99,4,11.2,12.31
2239,1,0jing,7,3,48230,11,1,0.19,0.32,0.02,0.04,2.2,0.99,0.5,0.49,6,27.54,46.88
2240,1,suqian,7,3,4715,8,6,0.38,0.24,0.06,0.05,3,0.5,0.58,0.4,4,25.36,38.48
2241,1,huaian,7,3,3106,6,1,0.28,0.23,0.06,0.08,3,0.86,0.75,0.93,4,22.57,35.18
2242,1,suzhou,7,3,2016,3,6,0.26,0.14,0.26,0.14,2.86,0.71,0.46,0.75,7,37.29,55.84
2244,1,0tong,7,3,6331,6,0,0.45,0.24,0.07,0.07,3,0.6,0.64,1.14,4,23.35,34.21
2245,1,wuxi,7,3,22563,29,9,0.24,0.16,0.01,0.01,1.9,0.61,0.35,0.35,7,16.08,30.15
2246,1,zhenjiang,7,3,1899,4,4,0.27,0.21,0.03,0.03,2.8,0.15,0.461,0.374,6,20.27,12.72
2247,1,taizhou,7,3,13113,33,2,0.39,0.19,0.07,0.09,2.15,0.75,0.69,0.68,6,10.86,9.85
2248,1,suzhou,7,3,1211,3,6,0,0,0.15,0.16,2.5,0.4,0.46,0.66,7,1.01,1.01
2249,0,suzhou,4,3,86137,56,8,0.8,0.8,0.78,0.79,2.3,0.26,0.45,0.72,3,6.21,6.21
2250,1,changzhou,7,3,10151,17,0,0.3,0.28,0.05,0.06,2.7,0.89,0.72,0.68,6,24.75,45.37
2250,1,changzhou,7,3,10151,17,0,0.3,0.28,0.05,0.06,2.7,0.89,0.72,0.68,6,24.75,45.37
2251,0,suzhou,3,3,20738,5,1,0.31,0.31,0.18,0.23,2.7,0.36,0.57,0.66,6,86.83,85.2
2252,0,yangzhou,5,3,4186,4,5,0.37,0.21,0.07,0.06,2.88,0.65,0.62,0.59,6,101.76,121.2
2254,1,suzhou,7,3,1129,3,1,0.03,0.22,0.03,0.03,2.5,0.84,0.44,0.74,6,11.35,10.77
2255,0,suzhou,3,3,75325,24,2,0.78,0.83,0.57,0.66,2.4,0.34,0.62,0.66,4,45.11,88.33
2256,1,suqian,7,3,1899,6,7,0.32,0.16,0.09,0.13,2.5,0.86,0.79,0.95,6,3.44,8.99
2257,1,lianyungang,7,2,8535,10,0,0.3,0.25,0.07,0.1,2.5,0.84,0.335,0.633,6,36.07,28.46
2258,1,suzhou,7,3,2457,6,2,0.37,0.17,0.07,0.05,2.6,0.4,0.49,0.49,6,19.3,21.54
2259,1,suzhou,7,3,4951,9,1,0.38,0.26,0.06,0.07,3.2,0.81,0.48,0.69,6,9.75,9.75
2260,1,suzhou,7,3,1464,3,6,0.31,0.31,0.04,0.05,2.6,0.81,0.35,0.47,6,20.77,36.89
2261,0,wuxi,3,3,13793,5,5,0.39,0.47,0.43,0.43,2.3,0.4,0.42,0.8,6,33.13,60.01
2262,0,suzhou,2,3,36754,9,1,0.31,0.28,0.34,0.17,2.9,0.46,0.67,1.13,6,79.01,45.57
2263,1,taizhou,7,3,3380,9,9,0.35,0.25,0.05,0.05,2.9,0.84,0.64,0.42,6,9.79,13.69
2264,0,suzhou,2,3,31772,3,2,0.36,0.08,0.06,0.46,2.7,0.47,0.66,0.58,3,12.54,12.54
2265,1,taizhou,7,3,4738,6,6,0.44,0.31,0.03,0.03,3.5,0.85,0.58,0.66,6,3.49,7.64
2266,1,changzhou,7,3,10119,13,2,0.34,0.25,0.09,0.09,2.9,0.59,0.73,0.59,4,23.75,35.75
2267,1,xuzhou,7,2,2760,6,5,0.44,0.31,0.05,0.05,2.6,0.89,0.485,0.738,4,6.79,14.68
2268,0,taizhou,3,3,21449,5,5,0.16,0.23,0.1,0.12,3.3,0.78,0.557,0.577,6,36.43,66.34
2269,0,0jing,3,3,64895,45,5,1,1,1,1,1.3,0.35,0.553,0,6,74.22,54.9
2271,1,xuzhou,7,2,11683,32,2,0.45,0.23,0.07,0.07,1.93,0.5,0.39,0.34,6,13.41,24.97
2272,1,huaian,7,3,1589,4,2,0.27,0.17,0.08,0.08,2.49,0.8,0.43,0.49,6,18.62,30.52
2273,1,huaian,7,3,4368,14,6,0.32,0.26,0.18,0.18,2.87,0.87,0.48,0.94,7,26.73,40.27
2274,1,huaian,7,3,4848,11,1,0.03,0.21,0.04,0.2,3.2,0.84,0.69,1,6,36.16,54.64
2275,0,suzhou,1,3,162152,5,5,0.17,0.05,0.16,0.23,2.7,0.54,0.51,0.65,3,9.21,9.21
2276,0,wuxi,3,3,15826,5,5,0.18,0.28,0.3,0.2,2.7,0.57,0.577,0.76,4,19.84,57.85
2277,1,suqian,7,3,1551,4,2,0.35,0.25,0,Ϊ,2.9,0.5,0.61,0.53,3,24.63,37.05
2278,0,wuxi,4,3,29285,31,1,0.25,0.17,0.08,0.08,2.7,0.65,0.5,0.55,6,42.05,65.59
2279,0,xuzhou,6,2,5854,6,6,0.21,0.4,0,0,2.3,0.83,0.27,0.37,6,123.93,114.69
2280,1,suqian,7,3,5247,9,0,0.23,0.25,0.06,0.06,3.7,0.83,0.83,1.3,6,2.05,3.15
2281,0,changzhou,1,3,8195,4,1,0.51,0.42,0.41,0.35,2.7,0.5,0.55,0.75,6,39.93,45.58
2282,1,0jing,7,3,32307,44,0,0.37,0.29,0.22,0.2,2.4,0.49,0.628,1.05,7,13.35,14.49
2283,1,lianyungang,7,2,4113,6,6,0.29,0.3,0.04,0.08,3,0.84,0.499,0.659,4,30.13,30.38
2284,1,changzhou,7,3,21251,25,6,0.35,0.13,0.06,0.06,2.96,0.78,0.74,0.86,6,23.11,40.19
2285,1,wuxi,7,3,17947,24,4,0.36,0.27,0.05,0.01,2.34,0.78,0.53,0.73,6,16,38.04
2286,0,suzhou,3,3,32270,18,1,0.3,0.31,0.33,0.33,2.3,0.83,0.54,0.5,6,85.99,149.51
2287,1,suzhou,7,3,15098,18,1,0.19,0.36,0.06,0.06,1.8,0.62,0.55,0.35,6,8.25,32.23
2288,0,suzhou,1,3,38904,15,6,0.56,0.52,0.56,0.46,2.5,0.38,0.37,0.62,4,11.85,11.85
2289,1,lianyungang,7,2,2884,5,6,0.36,0.2,0.11,0.11,3,0.65,0.4,0.906,4,31.43,25.46
2290,1,suzhou,7,3,4582,16,6,0.3,0.16,0.01,0.03,2.5,0.7,0.48,1.1,7,12.61,7.03
2291,0,taizhou,6,3,16571,5,5,0.34,0.3,0.25,0.21,2.5,0.62,0.529,0.376,6,31.92,22.46
2292,1,taizhou,7,3,5919,8,6,0.36,0.26,0.06,0.05,2.7,0.21,0.644,0.695,6,17.06,8.98
2293,0,suzhou,3,3,38787,26,6,0.25,0.22,0.15,0.12,2.7,0.54,0.69,0.72,6,82.45,103.19
2294,1,taizhou,7,3,3704,6,6,0.1,0.16,0.06,0.06,3.5,0.83,0.9,0.45,7,13.04,8.73
2295,0,wuxi,3,3,18176,15,9,0.73,0.73,0.71,0.71,1.7,0.31,0.481,0.752,3,18.08,48.66
2296,0,suzhou,3,3,41859,8,8,0.16,0.05,0.31,0.31,2.13,0.6,0.57,0.71,4,73.63,22.09
2297,1,huaian,7,3,4289,6,1,0.31,0.26,0.02,0.02,3,0.89,0.54,1.1,4,26.98,46.23
2298,0,0tong,1,3,24177,4,4,0.2,0.26,0.18,0.31,2.6,0.23,0.54,0.79,6,86.27,127.35
2299,0,suzhou,3,3,23355,4,1,0.15,0.06,0.18,0.08,3.3,0.43,0.44,0.67,3,104.51,185.81
2300,0,suzhou,3,3,5752,4,3,0.25,0.27,0.47,0.17,2.5,0.38,0.4,0.72,6,96.3,107.99
2301,1,lianyungang,7,2,4633,6,6,0.27,0.25,0.03,0.03,2.7,0.6,0.474,0.643,5,36.41,22.13
2302,1,suqian,7,3,1710,6,0,0.15,0.24,0.05,0.05,3,0.86,0.64,0.82,6,3.04,7.26
2303,0,huaian,3,3,20068,5,5,0.43,0.53,0.54,0.49,2.4,0.37,0.68,0.64,3,49.9,49.04
2304,1,taizhou,7,3,2478,7,6,0.38,0.29,0.03,0.03,1.95,0.84,0.48,0.51,6,15.87,42.54
2305,1,0tong,7,3,4895,7,2,0.27,0.23,0.11,0.11,3.1,0.5,0.52,0.76,4,17.43,25.88
2306,1,wuxi,7,3,13602,33,3,0.39,0.2,0.02,0.01,2.4,0.18,0.756,0.843,6,60.14,29.61
2307,1,suzhou,7,3,4405,11,1,0.17,0.09,0.04,0.04,3,0.83,0.669,0.65,6,21.25,26.25
2308,1,0tong,7,3,8531,11,1,0.38,0.26,0.09,0.09,2.16,0.293,0.73,1.02,6,30.76,41.76
2309,1,huaian,7,3,2795,6,6,0.34,0.21,0.17,0.17,3,0.83,0.55,1.09,4,19.18,28.94
2310,1,xuzhou,7,2,7210,10,0,0.29,0.16,0.04,0.04,2.3,0.83,0.52,0.73,6,19.26,35.23
2311,0,taizhou,3,3,28201,27,2,0.47,0.52,0.03,0.13,0.77,0.54,0.36,0.79,3,1.82,1.82
2312,1,suzhou,7,3,961,4,6,0.25,0.19,0.11,0.1,3.2,0.83,0.46,0.72,6,40.93,59.94
2313,0,zhenjiang,3,3,90139,19,9,0.5,0.37,0.48,0.38,1.8,0.21,0.526,0.619,3,9.38,0
2314,1,huaian,7,3,3207,6,2,0.32,0.31,0.02,0.05,2.3,0.6,0.41,0.86,4,34.33,52.09
2316,0,changzhou,3,3,17282,12,4,0.87,0.8,0.87,0.49,1.83,0.37,0.54,0.72,3,42.22,68.12
2317,1,yancheng,7,3,5085,10,1,0,0.19,0.36,0.11,2.4,0.49,0.57,0.76,6,15.93,36.7
2318,0,wuxi,1,3,33483,3,3,0.42,0.4,0.4,0.4,2.4,0.34,0.26,0.53,6,74.41,112.89
2319,1,wuxi,7,3,13754,21,2,0.32,0.13,0.12,0.24,3.03,0.35,0.642,0.98,4,22.54,13.88
2320,1,lianyungang,7,2,10051,11,6,0.35,0.23,0.05,0.08,3,0.84,0.429,0.748,6,42.15,24.57
2321,1,0tong,7,3,3533,5,1,0.34,0.23,0.01,0.01,2.62,0.65,0.649,0.952,6,22.87,34.36
2322,1,taizhou,7,3,1158,3,3,0.26,0.15,0.17,0.13,3.2,0.69,0.44,0.68,6,17.88,24.45
2323,0,xuzhou,3,2,27688,4,2,0.55,0.48,0.58,0.58,1.6,0.32,0.45,0.3,3,84.6,173.29
2324,0,0jing,3,3,47397,15,1,0.7,0.45,0.68,0.24,2.3,0.34,0.51,0.71,4,125.49,162.78
2325,1,zhenjiang,7,3,4599,9,9,0.39,0.28,0.06,0.06,3,0.5,0.911,0.565,6,14.74,11.25
2326,1,huaian,7,3,5036,6,6,0.28,0.2,0.13,0.13,3,0.84,1.43,1.06,4,19.23,35.29
2327,1,wuxi,7,3,2188,5,3,0.24,0.21,0.06,0.06,3.5,0.81,0.49,0.89,6,22.8,44.85
2328,0,huaian,3,3,15438,6,2,0.2,0.19,0.07,0.06,2.4,0.77,0.52,0.41,6,65.23,129.56
2329,1,lianyungang,7,2,8393,9,6,0.26,0.25,0.03,0.03,2.4,0.5,0.395,0.767,7,18.45,20.6
2330,0,0jing,3,3,40312,9,2,0.32,0.37,0.23,0.27,1.8,0.29,0.66,0.81,3,73.63,89.19
2331,0,suzhou,3,3,23273,5,1,0.3,0.34,0.48,0.19,1.7,0.35,0.41,0.41,1,84.5,136.05
2332,1,suzhou,7,3,814,4,6,0.26,0.2,0.14,0.18,2.7,1,0.46,0.5,6,19.75,37.03
2333,0,suzhou,3,3,1250,2,1,0.07,0.21,0,0.07,2.4,0.43,0.38,0.78,6,54.86,77.24
2334,1,taizhou,7,3,4843,8,6,0.39,0.29,0.06,0.06,2.9,0.78,0.64,0.91,6,9.16,8.81
2335,1,huaian,7,3,2156,4,4,0.28,0.22,0.01,0.01,2.88,0.84,0.58,0.84,6,18.24,29.98
2336,1,wuxi,7,3,6612,8,8,0.48,0.35,0.19,0.2,3.2,0.69,0.498,0.912,8,16.06,14.32
2337,1,suzhou,7,3,8431,30,2,0.33,0.19,0.11,0.11,2.23,0.6,0.59,0.67,6,21.66,22.23
2338,0,0tong,3,3,6843,6,6,0.64,0.58,0.4,0.65,2.4,0.4,0.69,0.78,3,93.46,125.35
2339,1,changzhou,4,3,24928,32,2,0.43,0.31,0.09,0.09,2.8,0.4,0.61,0.96,6,23.79,40.38
2340,1,0jing,7,3,11694,20,2,0.44,0.3,0.02,0.02,2.7,0.62,0.77,1.12,6,14.29,1.95
2341,1,wuxi,7,3,696,3,3,0.19,0.1,0.02,0.06,3,0.75,0.51,0.619,4,13.53,11.91
2342,0,yangzhou,1,3,3343,4,0,0.56,0.41,0.43,0.16,2.8,0.5,0.635,0.739,3,60.35,34.24
2343,0,suzhou,6,3,13810,6,3,0.65,0.2,0.27,0.29,1.36,0.5,0.4,0.41,3,138.76,156.92
2344,0,xuzhou,3,2,29993,17,3,0.43,0.44,0.51,0.2,2.1,0.47,0.4,0.41,4,69.91,95.48
2345,1,suzhou,7,3,17491,25,1,0.37,0.11,0.06,0.06,2.4,0.3,0.48,1.34,6,18.47,20.04
2346,0,suzhou,6,3,22594,9,4,0.35,0.33,0.4,0.27,2.72,0.33,0.48,0.74,3,10.07,10.07
2347,1,lianyungang,7,2,12852,18,6,0.18,0.24,0.03,0.01,3,0.84,0.633,1.16,6,31.54,27.92
2348,1,yancheng,7,3,10079,18,2,0.359,0.278,0.039,0.039,2.4,0.4,0.56,0.92,6,10.74,13.99
2349,1,suqian,7,3,2860,6,1,0.4,0.33,0,0,2.5,0.86,0.84,1.12,6,2.47,7.66
2350,1,taizhou,7,3,3773,5,2,0.29,0.19,0.11,0.12,3.2,0.81,0.58,0.78,4,20.94,37.02
2351,1,suzhou,7,3,656,2,6,0.33,0.19,0,0.08,3.2,0.84,0.43,0.69,4,20.01,0
2352,0,suzhou,3,3,71771,13,1,0.46,0.41,0.57,0.56,1.8,0.62,0.57,0.66,3,94.75,164.25
2353,1,suqian,7,3,4145,11,0,0.12,0.28,0,0,3,0.86,0.68,1.04,6,3.56,3.84
2354,0,suzhou,3,3,46379,21,0,0.92,0.9,0.91,0.84,2.3,0.35,0.54,0.56,3,76.17,83.53
2355,0,suzhou,3,3,61589,20,2,0.79,0.54,0.66,0.73,2.3,0.57,0.56,0.43,1,104.81,161.36
2356,1,taizhou,7,3,3349,5,0,0.35,0.28,0.08,0.08,2.3,0.29,0.46,0.62,6,7.58,12.78
2357,0,suzhou,3,3,2531,3,1,0.38,0.2,0.36,0.33,2.7,0.38,0.68,0.53,3,123.55,0
2358,0,yancheng,3,3,3131,3,5,0.3,0.31,0.15,0.2,2.46,0.54,0.5,0.65,6,103.81,112.63
2359,1,suzhou,7,3,575,2,6,0.34,0.26,0.02,0.1,3.5,0.84,0.47,0.8,7,26.33,0
2360,0,suzhou,3,3,29651,18,9,0.34,0.34,0.19,0.41,2.7,0.46,0.68,0.82,3,105.75,125.05
2361,1,lianyungang,7,2,5416,12,6,0.44,0.34,0.25,0.21,2.6,0.6,0.478,0.847,6,54.65,36.12
2362,1,lianyungang,7,2,3065,6,6,0.37,0.33,0.07,0.07,2.5,0.86,0.409,0.817,5,40.12,35.53
