ID,buildingArea,PAC,Year Built,Number of Buildings,Occupancy,Metered Areas (Energy),ENERGY STAR Score,Site EUI,Weather Normalized Site EUI (kBtu/ft2),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Property GFA - Self-Reported (ft2),SourceEUI
1916,911896,Office,1950,1,75,Whole Building,78,82.3,79.9,38292702.6,11034324.6,1114695,165.4
1917,768530,Office,1935,1,100,Whole Building,81,75.8,79.8,41039785.4,11817561,818729,183.4
1918,52289,Multifamily Housing,1923,1,100,Whole Building,54,56.8,Not Available,1437953.2,411528.4,52289,116
1919,118949,Office,1927,1,100,Whole Building,80,60.8,59.8,4379370.4,1256080.1,97490,157.7
1920,367212,Office,1930,1,100,Whole Building,85,62,65.2,15846309.7,4546910.2,426287,141.9
1921,338274,Hotel,2005,1,50,Whole Building,11,103.1,107.3,15554435.1,4511351.8,286000,221.9
1922,1088074,Office,1971,1,90,Whole Building,77,92.2,91.1,44448481.3,13027103.1,1145567,186.1
1923,361767,Office,1928,1,95,Whole Building,94,48,47.3,18494578.6,5335327.9,414099,143.8
1925,173108,Office,1962,1,100,Whole Building,36,141,137.8,9829169.3,2857874.4,173108,279.6
1926,129808,Office,1914,1,100,Whole Building,90,62.9,67.6,4182123.5,1199497.2,136974,128.6
1927,364000,Office,1954,1,100,Whole Building,54,113,113.1,21841019.9,6361773.3,364000,252.2
1928,310000,Multifamily Housing,1965,1,100,Whole Building,Not Available,84.9,84.7,5286339.7,1533135.4,277199,129
1929,350000,Multifamily Housing,1964,1,100,Whole Building,1,140.2,138.1,8794970.2,2533714.2,315001,209.6
1930,132491,Office,1903,1,80,Whole Building,83,56.6,59.4,5038158.8,1476599.7,139895,134.7
1931,180000,Multifamily Housing,1962,1,100,Whole Building,19,120.7,Not Available,4480802.6,Not Available,160000,181.7
1932,53508,Multifamily Housing,1908,1,100,Whole Building,99,20.2,20.5,883465.3,258928.8,65151,49.5
1933,152152,Multifamily Housing,1989,1,100,Whole Building,5,77.8,81,3772320.8,1055847,132662,141.1
1934,66363,Multifamily Housing,2008,1,100,Whole Building,34,73.6,76.1,2222207.8,635253.1,69630,144
1935,101231,Multifamily Housing,1973,1,100,Whole Building,Not Available,74.8,78.4,2352683.6,670730.4,91360,132.4
1936,403741,Multifamily Housing,1962,2,100,Whole Building,76,68.5,72,7867073.8,2210033.7,444643,108.8
1937,129970,Multifamily Housing,1955,1,100,Whole Building,100,13.9,13.9,1929827.2,565599.9,138635,43.7
1938,70000,Multifamily Housing,1986,1,100,Whole Building,Not Available,77.4,83.4,2084213.2,610847.9,77000,137.8
1939,250671,Office,1906,1,100,Whole Building,85,60.8,62.5,13504562.4,3875947.8,305000,156.4
1940,174519,Multifamily Housing,2012,1,100,Whole Building,51,59.9,62.2,5808945.4,1702504.3,175000,132.3
1941,64049,Multifamily Housing,1911,1,100,Whole Building,48,93.6,101,1419213.2,400883.9,62192,143.2
1942,148940,Office,1988,1,100,Whole Building,91,57.9,57.3,5963089.1,1747681.2,176867,131.3
1943,351552,Office,1910,1,100,Whole Building,70,75.5,75.5,16347199,4791089.4,288954,196.7
1944,50672,Other - Lodging/Residential,1906,1,100,Whole Building,Not Available,50.4,54.5,661659.9,189860.7,52000,79.5
1945,106770,Office,1905,1,100,Whole Building,91,53.7,Not Available,4395576.9,1261354,107967,140.9
1946,74792,Office,1911,1,100,Whole Building,83,73.1,79.2,2592072.9,756061.9,77035,146.1
1947,171178,K-12 School,1988,1,100,Whole Building,29,90.2,93.6,7614495.2,2177263.8,151000,200.1
1949,51102,Multifamily Housing,1915,1,100,Whole Building,Not Available,54.4,57.8,1531275.9,442017.5,55869,114.4
1950,65857,Office,1906,1,100,Whole Building,48,84.4,86.6,4148515.8,1181826.8,65857,220.3
1951,181154,Office,1900,1,100,Whole Building,40,99,102.2,14461253.4,4226665.9,181154,270.7
1952,100621,Office,1950,1,100,Whole Building,Not Available,108.3,116.1,5174449.5,1506520.7,101649,220.1
1953,51889,Office,1910,1,100,Whole Building,1,313.3,315.5,9299179.8,2725433.4,51849,702.5
1954,173152,Office,1902,1,100,Whole Building,79,58.8,62.4,6515578.5,1866798.1,180000,136.6
1955,69864,Multifamily Housing,1963,1,100,Whole Building,Not Available,77.4,82,2738189.9,802517.5,78121,154.6
1956,78000,Multifamily Housing,1908,1,100,Whole Building,30,68.5,71.2,3140359.2,914277.9,80730,153.2
1957,191400,Office,1901,1,100,Whole Building,Not Available,67,68.7,8163664.9,2322669.8,163000,174.4
1958,120000,Office,1904,1,100,Whole Building,97,39.1,40.3,7452349.1,2145943.4,234767,107.1
1959,55025,Multifamily Housing,1901,1,100,Whole Building,4,93.7,102,1577120.1,462227.4,55025,155.7
1960,76230,Multifamily Housing,1906,1,100,Whole Building,7,77.7,79.7,2534800.9,733586.3,58594,172
1961,708834,Office,1896,1,100,Whole Building,76,88.2,93.2,48235135.1,14136907.7,749000,226.2
1962,107152,Office,1911,1,100,Whole Building,42,108.3,109.7,7357578.3,2113064.1,120000,241
1963,50256,Office,1920,1,100,Whole Building,36,90.8,92.8,3508987.3,1005254.9,51000,239.1
1964,224320,Office,1902,1,100,Whole Building,74,79.9,82.7,15214297.9,4381151.3,284180,195.8
1965,91000,Office,1900,1,100,Whole Building,Not Available,83.9,83.3,3027782.2,873741.2,81980,163.4
1966,193412,Office,1886,1,90,Whole Building,81,75.9,78,12512774.7,3667284.1,207697,205
1967,93722,Office,1906,1,100,Whole Building,82,79.1,82.4,4538620.5,1304956.9,101004,175.7
1968,95316,Office,1923,1,100,Whole Building,Not Available,69.5,71,6091602.7,1769127,130000,170.6
1969,111047,Multifamily Housing,1906,1,100,Whole Building,20,64.5,64.7,6020298.4,1737154.9,110630,183
1970,79784,Office,1902,1,100,Whole Building,86,82.5,81.7,4431041.4,1274244.3,83971,195.8
1971,105942,Office,1909,1,100,Whole Building,96,41.4,40.8,3962296.2,1133685.8,125000,109.5
1972,100800,Office,1908,1,100,Whole Building,90,64.8,66.9,4107843.1,1183664.3,100800,152.3
1973,184509,Office,1900,1,100,Whole Building,87,61.2,Not Available,7718294.5,2262102.4,197688,145
1974,112188,Office,1900,1,100,Whole Building,34,90.1,88.9,11344545,3276308.7,139763,263.9
1975,119136,Multifamily Housing,2006,1,100,Whole Building,Not Available,86.1,89.5,4411111.3,1284702.8,117731,168.7
1976,58900,Office,1920,1,100,Whole Building,57,90.7,93.4,2985669.9,868680,59752,198.7
1977,101368,Other,1907,1,100,Whole Building,Not Available,54.1,53.1,3344552.9,951741.7,101368,124.9
1978,60798,Office,1907,1,100,Whole Building,88,61.8,71.6,2419516.1,709119.5,61500,146.2
1979,68808,Office,1908,1,100,Whole Building,94,85.8,Not Available,2511228.8,Not Available,72790,160.2
1980,142532,Office,1910,1,100,Whole Building,86,68.5,72.8,4695604.4,1347815.3,120000,152.8
1981,89288,Multifamily Housing,1927,1,100,Whole Building,Not Available,18.7,Not Available,1573900.2,461283.7,89288,56.5
1982,70000,Multifamily Housing,1915,1,100,Whole Building,27,60.6,64.6,1839218.1,524278.5,73500,115.8
1983,151236,Multifamily Housing,2008,1,100,Whole Building,74,43.2,44.8,3944582.2,1142672.9,143411,98.1
1984,113284,Office,1908,1,100,Whole Building,81,100.3,108.2,3343925.3,962714.2,118948,161.2
1985,137007,Office,1911,1,100,Whole Building,75,83.5,84.9,6894624.6,1964841.4,138000,191.4
1986,347000,Multifamily Housing,2014,1,100,Whole Building,100,18.7,18.7,5059060.7,1482725.7,270281,58.8
1988,169887,Office,1910,1,75,Whole Building,93,49.2,50.5,5529487.2,1586813.4,170197,119
1989,50313,Multifamily Housing,1909,1,100,Whole Building,Not Available,59.7,64.9,1028611.5,301468.8,52829,101.9
1990,55200,Office,1907,1,100,Whole Building,94,36.3,35.9,1361025.6,391844.2,60000,85
1991,67560,Multifamily Housing,2003,1,100,Whole Building,Not Available,45.4,48,1358714.3,398216.3,74316,85.9
1992,527452,Multifamily Housing,2000,1,100,Whole Building,3,88.2,88.5,33907074.4,9815837.8,547356,222.1
1994,439330,Office,1911,2,100,Whole Building,Not Available,68.4,70.2,27935181.1,8120773.5,578605,172
1995,81527,Office,1901,1,100,Whole Building,39,103,103.5,5195170.4,1522617.2,74027,254.8
1996,219718,Office,1930,1,100,Whole Building,85,92.1,99,14919343,4276185.4,388669,177
1997,337000,Office,1915,1,100,Whole Building,78,67.9,Not Available,13126223.8,3847075.7,274116,171.4
1998,92285,Mixed Use Property,1903,1,100,Whole Building,Not Available,99.2,98,6913718.8,1992117.7,92285,259.8
1999,101600,Office,1880,1,100,Whole Building,80,83.3,84.6,6790962.8,1976828.9,164980,176.1
2000,704950,Office,1910,1,90,Whole Building,55,97.8,98.6,52472258.4,15167853.1,774703,246.8
2001,69823,Multifamily Housing,1905,1,100,Whole Building,97,21.7,22,1177375.4,344433.2,76805,54.9
2002,296400,Multifamily Housing,2000,1,100,Whole Building,36,82.9,86.1,9910570.2,2824423.9,284511,159.8
2003,63214,Office,1912,1,100,Whole Building,68,81.9,85.2,3385880.8,965461.7,75000,179.8
2004,94075,Office,1907,1,100,Whole Building,60,106.6,110.7,4627135.5,1322598.4,98778,209.8
2006,259749,Office,1914,1,100,Whole Building,88,50.1,51.6,11570092.1,3390999.6,308313,130.6
2007,133561,Office,1911,1,100,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,103754,Not Available
2008,65372,Office,1916,1,100,Whole Building,80,68.9,75.9,2546130.3,721461.8,65000,153
2009,128965,Office,1913,1,100,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,104630,Not Available
2010,97554,Office,1920,1,100,Whole Building,Not Available,81.3,87.9,4559401.1,1309521,97554,181.7
2011,345972,Multifamily Housing,1915,1,100,Whole Building,49,36.5,36.5,12629404,3701466.1,345972,114.6
2012,428340,Multifamily Housing,2007,1,100,Whole Building,7,100.6,103.7,19842090.9,5657503.3,407090,207.5
2013,91075,Other,1909,1,100,Whole Building,92,59.1,63.2,2764288.1,786174.2,110000,114.6
2014,105667,Office,1896,1,95,Whole Building,72,130.6,144.2,2503202.4,717230.4,105667,183.1
2015,183168,Office,1896,1,95,Whole Building,78,83.3,83.8,6443452.6,1854480.4,135000,186.8
2016,88000,Office,1930,1,100,Whole Building,56,95.8,100.7,5189906.3,1496012.5,90720,219.3
2017,65150,Multifamily Housing,1909,1,100,Whole Building,Not Available,107.1,112.9,2360843.1,685806.7,65150,188.2
2019,112259,Office,1908,1,100,Whole Building,69,74.7,73.5,6399100.7,1825462.4,122330,187.7
2020,128010,Office,1915,1,100,Whole Building,90,63.6,62.3,6000485.7,1704101.3,139503,156
2021,150888,Office,1912,1,100,Whole Building,Not Available,75.9,Not Available,1436487.7,421010.4,140847,98.9
2022,404245,Office,1920,1,100,Whole Building,91,57.7,59.8,15759882.5,4535899.2,420582,138.3
2023,52916,Hotel,1994,1,100,Whole Building,49,67.7,70.3,1563625.6,445034.7,50000,136.4
2024,91000,Office,1930,1,100,Whole Building,69,87.9,94.2,3688073.7,1045444.7,88875,177.4
2025,53100,Non-Refrigerated Warehouse,1910,1,90,Whole Building,53,47.6,48,1148916.7,325933.9,53100,94.1
2026,63791,Office,1909,1,100,Whole Building,93,60.7,60.2,1697501.5,486489.7,64000,117.8
2027,293978,Multifamily Housing,2003,1,100,Whole Building,29,78.4,Not Available,8827357.2,2498184,303828,143
2028,83050,Office,1930,1,100,Whole Building,80,73.1,76.8,3119796.5,881001.8,86050,152.5
2030,106800,Office,2014,1,100,Whole Building,98,30.7,Not Available,4352583.5,Not Available,142000,96.2
2032,65247,Office,1908,1,100,Whole Building,21,130,128.8,5187615,1496062.4,66000,300.8
2033,112608,Hotel,1999,1,85,Whole Building,83,132.7,135.7,7882461.6,2300304,125000,271.2
2034,141830,Office,1967,1,100,Whole Building,71,85.9,84.6,7974280.9,2284406.6,141830,207.5
2035,52800,Office,1916,1,100,Whole Building,74,89.4,101,1715408.7,491981.6,54700,157.1
2036,75328,Office,1910,1,100,Whole Building,91,82.8,82.8,1391311.2,407769.9,75750,125.3
2038,69649,Multifamily Housing,1928,1,100,Whole Building,71,73.7,78.7,882934.6,250571.7,73746,100
2039,107030,Office,1930,1,100,Whole Building,96,46.7,46.7,3751639.4,1076735.9,110000,119.8
2040,50150,Hotel,2012,1,100,Whole Building,70,83.6,86.5,2204482.5,642632,50150,179.6
2041,61418,Multifamily Housing,1924,1,100,Whole Building,Not Available,65.8,72.4,926416.8,262192.5,66684,98.1
2042,101808,Multifamily Housing,1867,1,100,Whole Building,94,65.2,73.5,426571.2,123800.5,101430,74.8
2044,187973,Multifamily Housing,1900,5,90,Whole Building,15,107,107,3009772.6,882113.8,187973,142.2
2045,75547,Office,1931,1,100,Whole Building,80,79,Not Available,2448017,Not Available,77200,147.4
2046,68764,Office,1915,1,100,Whole Building,65,119.2,118.4,2865319.1,823572.1,70100,207.5
2047,62091,Multifamily Housing,1927,1,100,Whole Building,Not Available,83.6,93.2,1519784.5,436823.9,62353,136.5
2048,51553,Office,1913,1,100,Whole Building,Not Available,51.1,55.6,1112495.9,317248.9,55850,95.3
2049,90633,Hotel,1904,1,100,Whole Building,97,32.9,32.2,2028561,577239.2,90633,81.3
2050,60270,Hotel,2012,1,85,Whole Building,95,37.3,37.8,3858785.7,1111589.2,177000,84.8
2051,133394,Multifamily Housing,1890,1,100,Whole Building,64,99.7,Not Available,4318953.7,Not Available,133394,172.3
2052,120882,Office,1909,1,100,Whole Building,100,34.6,41,1534563.8,449754.9,140000,58.3
2054,132844,Office,1915,1,90,Whole Building,98,43.8,43.8,2873005.5,813804.6,132844,90.3
2055,60133,Office,1912,1,100,Whole Building,92,56.5,Not Available,2007621.8,572632.1,60000,128.3
2056,75700,Office,1915,1,100,Whole Building,83,66,72.9,2786555.5,798861.3,77370,143.4
2057,80185,Hotel,1900,1,90,Whole Building,30,83.2,84.4,3735457.7,1104211.2,83753,180.6
2058,63479,Office,1908,1,90,Whole Building,73,82.2,91.3,2655242.4,759593.3,62604,173.4
2059,113000,Office,1913,1,90,Whole Building,90,66,65.3,3419633.2,974736,113000,131.8
2060,54118,Office,1906,1,100,Whole Building,10,146.6,146.1,3168127.5,907774.4,54118,275.7
2061,62612,Other,1904,1,100,Whole Building,Not Available,79.1,80.3,3103691.7,887133.9,62612,186.7
2062,221805,Multifamily Housing,2004,1,100,Whole Building,81,55.3,58.3,6449686.6,1848785.8,248115,112.4
2063,62992,Hotel,1905,1,100,Whole Building,83,101,Not Available,6087.4,Not Available,62992,106.3
2064,61745,Office,1911,1,100,Whole Building,65,124.1,128.1,2396230.5,690941.5,68000,201.6
2065,206388,Office,1908,1,100,Whole Building,82,63.1,64.9,9793440.6,2814691.8,203096,167
2066,64577,Hotel,1900,1,90,Whole Building,23,105.3,104.6,3576867.9,1033352.3,75568,207.5
2067,99922,Office,1902,1,100,Whole Building,73,66.8,66.8,5062995.6,1443469,99932,175.4
2068,179472,Office,1925,1,100,Whole Building,77,72,Not Available,8279174.8,2388107.6,155827,186.2
2069,319200,Office,1914,1,100,Whole Building,82,59.6,61.1,16866200,4850191.8,382200,154.8
2070,153265,Office,1912,1,100,Whole Building,67,70.8,70,9624747.9,2787872.8,155265,203.9
2072,117650,Office,1912,1,100,Whole Building,81,74,79.6,4727667.5,1385599.9,123533,163.2
2073,886042,Multifamily Housing,1913,1,100,Whole Building,Not Available,61.1,65.2,14045800.2,4116588.1,897790,95.1
2074,160126,Multifamily Housing,2003,1,100,Whole Building,66,62,Not Available,4105183.4,Not Available,148598,122.9
2075,2812739,Office,1930,1,100,Whole Building,87,72.6,Not Available,133172417.1,38463152.3,2851447,177.5
2076,362191,Office,1909,1,100,Whole Building,97,31.4,31.4,10396715.5,3047102.6,374660,90.8
2077,89582,Office,1907,1,100,Whole Building,63,78.6,80.9,4988631.7,1435288.1,89582,198.9
2078,275609,Office,1912,1,100,Whole Building,99,31.1,32.8,6335029.9,1828169,300044,78.3
2079,193957,Office,1924,1,100,Whole Building,78,80.2,Not Available,8562658.6,2455331.2,157000,197.2
2080,431082,Office,1906,1,60,Whole Building,99,29.8,30.8,11139893.1,3264915.5,459288,82.8
2081,55550,Office,1906,1,100,Whole Building,75,70.5,75.1,2730149.5,789164.4,63378,163.7
2082,135570,Office,1920,2,100,Whole Building,Not Available,107.6,115.3,6466371.4,1895184.8,99384,247.1
2083,138748,Office,1908,1,100,Whole Building,79,80.4,87,6187269.6,1813384.8,154340,166.6
2084,55498,Hotel,1980,1,80,Whole Building,99,32,31.7,1535301.5,437582.9,55498,91.4
2085,59833,Office,1907,1,90,Whole Building,68,75.6,79.3,2910085.7,839980,60176,180.5
2086,100738,Hotel,2013,1,100,Whole Building,5,113.5,113.9,6041533,1729756.5,90000,266.5
2088,55000,Hotel,1980,1,100,Whole Building,61,82.8,84.2,3607198.3,1068343.1,64817,203.2
2089,81706,Office,1902,1,100,Whole Building,14,197.4,202.7,6418927,1887757.1,87706,360.2
2090,67755,Office,1915,1,100,Whole Building,75,78,81.9,2827367.6,800987,73400,161.4
2091,71180,Office,1928,1,95,Whole Building,66,73,71.7,3538761.2,1002718.7,71180,180.6
2092,69500,Parking,1963,1,100,Whole Building,Not Available,12.3,12.3,852011.1,251463.6,69510,38.5
2093,87301,Office,1912,1,100,Whole Building,73,84.3,88.8,4027549.3,1157562.6,89328,181.1
2094,127666,Multifamily Housing,1913,1,100,Whole Building,13,104.1,109.6,5944720.9,1701174,127666,206.4
2095,133544,Other,1906,1,100,Whole Building,72,56.5,58.9,4964967.9,1419207.7,135000,138.2
2096,59367,Office,1920,1,100,Whole Building,57,97.3,100.3,2885250.9,829577.4,59367,202.5
2097,71534,Office,1912,1,100,Whole Building,70,74.3,76.5,2682199.5,764542.6,65000,162.9
2098,58186,Office,1911,1,90,Whole Building,89,68.5,Not Available,1488634.1,427899.3,60149,122
2099,91099,Hotel,2013,1,85,Whole Building,60,89.7,Not Available,4419204.2,Not Available,105103,182.1
2101,51157,Hotel,2013,1,95,Whole Building,35,74.4,74.4,2867219.6,840333.9,51147,195.3
2102,137700,Office,1924,1,100,Whole Building,83,71.2,74.4,5483848.9,1607224,128315,163
2103,386382,Multifamily Housing,1986,1,100,Whole Building,35,122.6,124.1,10188239.1,2892176.1,346000,190.3
2104,53463,Office,1924,1,95,Whole Building,87,59.9,63.2,1701422.9,485557.9,58825,123.4
2105,108875,Office,1920,1,100,Whole Building,61,116.5,124.1,5065131.2,1445559.6,114319,212
2106,57636,Office,1924,1,100,Whole Building,90,55.5,57.8,2320803.8,667204.2,80715,118.4
2107,72984,Office,1930,1,100,Whole Building,96,38,38,2123915.1,622483.8,72994,100.4
2108,52631,Office,1911,1,100,Whole Building,69,83.8,91.3,1973923.4,568464.3,52631,164.9
2109,80500,Office,1917,1,100,Whole Building,89,42,42.7,2386315.3,679849.9,82255,104.2
2110,62135,Office,1924,1,100,Whole Building,53,109.2,116.4,3236307.1,948507.2,65242,216.4
2112,83278,Office,1915,1,100,Whole Building,87,77.3,77.3,1937997.8,567994.6,83288,127.6
2113,52200,Office,1910,1,100,Whole Building,81,59.3,62.8,1868815.7,532562.8,58909,127.5
2114,54725,Office,1925,1,100,Whole Building,90,61.7,66.9,1570545.3,448238.6,58581,119.4
2115,130625,Office,1926,1,100,Whole Building,83,65.2,67.7,6665472.1,1896550.9,161519,153.8
2116,568820,Multifamily Housing,2010,1,100,Whole Building,17,94.7,98.4,24261760.1,7110714.3,587924,192.7
2117,140898,Office,1925,1,100,Whole Building,59,122.6,130.4,6849580.3,1947910.1,147943,222.5
2118,88043,Office,1927,1,100,Whole Building,87,80.7,85.4,3712178.5,1058171.1,98456,161.8
2119,57698,Office,1915,1,100,Whole Building,76,64.6,64.1,1744940.4,503673.4,52698,135.8
2122,129465,Office,1920,1,95,Whole Building,80,66.1,68.4,5308313.4,1555777.5,129465,154
2123,82878,Other,1921,1,100,Whole Building,51,95.9,99.5,6003349.9,1728868.3,107000,218
2124,112120,Office,1914,1,90,Whole Building,82,73.4,75.4,4929012.3,1407681.8,114724,170.6
2125,60000,Office,1912,1,100,Whole Building,84,57.3,59.8,2322479.4,680679.7,61000,139
2126,55870,Multifamily Housing,1910,1,100,Whole Building,99,73,83.4,294377.1,86277,59050,84.4
2127,66577,Office,1936,1,100,Whole Building,88,75,Not Available,2512191,719889.9,66577,156.3
2128,110898,Other,1912,1,100,Whole Building,68,78.8,Not Available,4189416.8,1192539.6,120000,153.9
2129,614127,Office,1990,1,100,Whole Building,79,66.6,68.2,33211090.7,9655225.5,609179,185.7
2131,121060,Hotel,1930,1,100,Whole Building,15,142.4,145.7,8896039.2,2560818.1,126374,296.6
2132,63412,Office,1924,1,100,Whole Building,92,60.8,60,1988312.7,567159,73600,118.9
2133,76000,Hotel,2013,1,100,Whole Building,66,86.2,86,3965118.7,1156070.4,78000,196.8
2134,92739,Office,1912,1,95,Whole Building,69,80,81.8,6237154.4,1789243,109172,202.5
2135,65240,Office,1917,1,100,Whole Building,71,90.2,Not Available,2285357.6,648397.3,68827,164
2136,60449,Office,1916,1,100,Whole Building,78,47.7,46.9,2883822.7,831583.8,60449,149.8
2137,662729,Retail Store,1920,1,100,Whole Building,Not Available,63.3,66.5,29732440.7,8600078.8,692729,159.1
